,Media Source,Date,Text,Tweets Ago,Compound,Negative,Neutral,Positive
138,CBS News,Tue Nov 06 13:10:17 +0000 2018,"Polls are now open in many states, including Virginia, Florida, Indiana, Pennsylvania and Georgia, where Democrat S… https://t.co/SiRXqqWjh7",39,0.0,1.0,0.0,0.0
139,CBS News,Tue Nov 06 13:04:52 +0000 2018,"Democrat Beto O'Rourke is running a close race against Sen. Ted Cruz, but is Texas ready to turn blue? #ElectionDay… https://t.co/RJmEK0M71U",40,0.5023,0.854,0.0,0.146
140,CBS News,Tue Nov 06 12:52:31 +0000 2018,"RT @CBSThisMorning: Continuous live coverage of the midterm elections begins on our streaming network CBSN at 5 p.m ET

We'll also have a p…",41,0.0,1.0,0.0,0.0
141,CBS News,Tue Nov 06 12:52:05 +0000 2018,RT @CBSThisMorning: The driver accused in the hit-and-run deaths of 3 Wisconsin Girl Scouts and one of their mothers is expected to be form…,42,-0.296,0.909,0.091,0.0
142,CBS News,Tue Nov 06 12:44:39 +0000 2018,To make sure you get to the polls and have your vote counted — here's our #ElectionDay guide to everything you need… https://t.co/pn9p7gDa8q,43,0.3182,0.901,0.0,0.099
143,CBS News,Tue Nov 06 12:28:03 +0000 2018,"RT @CBSThisMorning: WATCH: @NancyCordes and @EdOKeefe discuss today's Senate and House midterm races. 

#ElectionDay #Midterms2018 https://…",44,0.0,1.0,0.0,0.0
144,CBS News,Tue Nov 06 12:24:41 +0000 2018,"#ElectionDay is poised to bring heavy rain, strong wind gusts and even potential tornadoes to various states across… https://t.co/kxD0KNjGUu",45,0.6486,0.762,0.0,0.238
145,CBS News,Tue Nov 06 12:09:04 +0000 2018,"RT @CBSThisMorning: RIGHT NOW: Our #ElectionDay coverage starts now on @CBS with two hours of news. 

Join @BiannaGolodryga, @GayleKing, @J…",46,0.296,0.896,0.0,0.104
146,CBS News,Tue Nov 06 12:04:46 +0000 2018,#ElectionDay 2018: Voters go to the polls as control of Congress hangs in the balance https://t.co/FEzcYY2gPI? https://t.co/vPpRp5NgMY,47,0.0,1.0,0.0,0.0
147,CBS News,Tue Nov 06 11:54:56 +0000 2018,Millennials are becoming America's largest and most diverse voting block. They tell us why they're more likely to v… https://t.co/8dj50YzY4m,48,-0.4877,0.857,0.143,0.0
148,CBS News,Tue Nov 06 11:44:34 +0000 2018,"Coming up on @CBSThisMorning: We'll break down the biggest issues on the ballots, and introduce you to some of the… https://t.co/wxngOY2LXl",49,0.0,1.0,0.0,0.0
149,CBS News,Tue Nov 06 11:31:10 +0000 2018,An hour-by-hour guide to the race to win the House https://t.co/NVf4cQ3Pi2 https://t.co/pSr3oZQVkh,50,0.5859,0.743,0.0,0.257
150,CBS News,Tue Nov 06 11:03:04 +0000 2018,3 midterm election scenarios for investors https://t.co/bWa9UK7Hl7 https://t.co/0DBnQBLUE6,51,0.0,1.0,0.0,0.0
151,CBS News,Tue Nov 06 10:48:04 +0000 2018,"Aurora, the Air Force's falcon mascot, injured in West Point prank https://t.co/ZvlI4YDfYL https://t.co/kO7NjvFhpt",52,-0.4019,0.816,0.184,0.0
152,CBS News,Tue Nov 06 10:33:04 +0000 2018,"Mac Miller died from mix of fentanyl, cocaine and ethanol, coroner says https://t.co/MctoWsjyEp https://t.co/PcyIjPg2b3",53,-0.5574,0.783,0.217,0.0
153,CBS News,Tue Nov 06 10:18:03 +0000 2018,"Jewish nurse who treated Robert Bowers: ""Love in the face of evil gives others hope"" https://t.co/KQzkeSxp4n https://t.co/SvmSqdGhTE",54,0.4019,0.549,0.173,0.278
154,CBS News,Tue Nov 06 10:03:04 +0000 2018,Doomed Lion Air jet's airspeed indicator malfunctioned on last 4 flights https://t.co/hdmRL7F9Bt https://t.co/DAL1c1Q6Vx,55,-0.6369,0.724,0.276,0.0
155,CBS News,Tue Nov 06 09:48:03 +0000 2018,Spice Girls announce summer reunion tour https://t.co/7a4GaoVxYu https://t.co/1e7Lak7iQD,56,0.0,1.0,0.0,0.0
156,CBS News,Tue Nov 06 09:33:04 +0000 2018,Amazon to roll out free shipping to everyone during 2018 holiday season https://t.co/VJ1zvkQFWj https://t.co/GXYfl9kBwF,57,0.7717,0.588,0.0,0.412
157,CBS News,Tue Nov 06 09:18:03 +0000 2018,"Photographer ""Jeff Foliage,"" the pied piper of New England's fall colors https://t.co/Trc8pigOpl https://t.co/SzWYHoUaxL",58,0.0,1.0,0.0,0.0
158,CBS News,Tue Nov 06 09:03:05 +0000 2018,"Girl, 13, kidnapped outside North Carolina home https://t.co/WvPIkKkRMY https://t.co/qTYF4ZeMv5",59,0.0,1.0,0.0,0.0
159,CBS News,Tue Nov 06 08:48:04 +0000 2018,Abrams says Kemp's hacking probe is effort to suppress Georgia votes https://t.co/3dJbppsDfE https://t.co/xZISp2Avvb,60,0.0,1.0,0.0,0.0
160,CBS News,Tue Nov 06 08:33:04 +0000 2018,Texas contractor wins $145 million contract to build border wall in Rio Grande Valley https://t.co/6nwcYnJ9z0 https://t.co/ubIOGIY4im,61,0.5719,0.802,0.0,0.198
161,CBS News,Tue Nov 06 08:18:04 +0000 2018,Fifth graders cry tears of joy when military mom surprises classmate https://t.co/e3AudfoMUN https://t.co/6arbuueeAU,62,0.1779,0.457,0.254,0.289
162,CBS News,Tue Nov 06 08:03:05 +0000 2018,"""I waited in line about 45 minutes"": Early voting explodes in key states compared to 2014 midterms… https://t.co/SzNC7cLvlU",63,0.0,1.0,0.0,0.0
163,CBS News,Tue Nov 06 07:54:06 +0000 2018,Facebook blocks 115 potentially bogus accounts on Election Eve after tip from federal authorities… https://t.co/v6kQZ8LQOl,64,-0.2263,0.881,0.119,0.0
164,CBS News,Tue Nov 06 07:48:05 +0000 2018,Man proposes to girlfriend during her first New York City Marathon https://t.co/LbTYj2SwJN https://t.co/K10lZJLD4v,65,0.0,1.0,0.0,0.0
165,CBS News,Tue Nov 06 07:33:05 +0000 2018,"""Stronger Than Hate"" rally brings together thousands in wake of Pittsburgh synagogue shooting… https://t.co/uT7oJNOPkc",66,-0.2732,0.656,0.202,0.142
166,CBS News,Tue Nov 06 07:18:04 +0000 2018,"Warner says Trump riding economic ""sugar high"" ahead of midterms, warns of ""hangover"" in 2019… https://t.co/LHPrTEzFi3",67,-0.1027,0.915,0.085,0.0
167,CBS News,Tue Nov 06 07:03:03 +0000 2018,"Military vehicles stream into Texas border town as troop levels swell to 5,100 https://t.co/CjWVoKEAAN https://t.co/luwY2AHqC6",68,0.0,1.0,0.0,0.0
168,CBS News,Tue Nov 06 06:48:03 +0000 2018,Scientists zero in on genetic risk factor for Alzheimer's-like brain disease CTE https://t.co/wib0On6ylD https://t.co/aDpWHOA4AY,69,-0.2732,0.861,0.139,0.0
169,CBS News,Tue Nov 06 06:40:10 +0000 2018,"Cast of ""Hamilton"" encourages people to vote on Tuesday https://t.co/AldwjAvLnx https://t.co/49KVFnJf0I",70,0.4404,0.775,0.0,0.225
170,CBS News,Tue Nov 06 06:31:49 +0000 2018,HISTORIC CANDIDATES: These are some of the candidates in Tuesday's midterms who will make history if they win on… https://t.co/hRnluHYN6V,71,0.5859,0.833,0.0,0.167
171,CBS News,Tue Nov 06 06:30:52 +0000 2018,Idris Elba named this year's Sexiest Man Alive by People magazine https://t.co/ycsWBvLL0T https://t.co/XHBlxCH8QC,72,0.3818,0.822,0.0,0.178
172,CBS News,Tue Nov 06 06:18:04 +0000 2018,Shaquille O'Neal and Ken Jeong to star in reality comedy pilot together https://t.co/2RC6Sjab8P https://t.co/XG6eIXNV3E,73,0.3612,0.839,0.0,0.161
173,CBS News,Tue Nov 06 06:03:05 +0000 2018,"Pilot in helicopter crash that killed newlyweds ""very experienced,"" official says https://t.co/WQp4jx0ZFU https://t.co/POjiAE9i5s",74,-0.802,0.604,0.396,0.0
174,CBS News,Tue Nov 06 05:48:03 +0000 2018,McCaskill tries to have it both ways on immigration while in neck-and-neck battle for her seat… https://t.co/Bc49ugY1Xx,75,-0.3818,0.86,0.14,0.0
175,CBS News,Tue Nov 06 05:18:04 +0000 2018,78 students kidnapped from Presbyterian school in Cameroon https://t.co/zRFE9L62Ul https://t.co/n3HhqAcM1h,76,0.0,1.0,0.0,0.0
176,CBS News,Tue Nov 06 05:03:04 +0000 2018,U.S. Olympic Committee moves to shut down USA Gymnastics after abuse scandal https://t.co/ywtVByZZsN https://t.co/TtnoIiOOil,77,-0.7964,0.628,0.372,0.0
177,CBS News,Tue Nov 06 04:48:04 +0000 2018,"Empowerment guru's advice to working women: ""Stop trying to be liked"" https://t.co/ul2HeCKCo6 https://t.co/B3HSxb8m4U",78,0.1531,0.688,0.138,0.175
178,CBS News,Tue Nov 06 04:33:04 +0000 2018,Murder charges dropped against exonerated death row inmate https://t.co/H4hE95xN77 https://t.co/mh5qcvI0Ga,79,-0.836,0.308,0.549,0.144
179,CBS News,Tue Nov 06 04:03:04 +0000 2018,Justice Department urges Supreme Court to hear DACA case https://t.co/csNaIOv5K3 https://t.co/qswBa9EJId,80,0.7906,0.562,0.0,0.438
180,CBS News,Tue Nov 06 04:02:10 +0000 2018,"""Stronger Than Hate"" rally brings together thousands in wake of Pittsburgh synagogue shooting… https://t.co/qfDvbtupzw",81,-0.2732,0.656,0.202,0.142
181,CBS News,Tue Nov 06 03:39:49 +0000 2018,A San Francisco couple was fined $2.25 million for running illegal Airbnb rentals https://t.co/hBFJ25q6OW https://t.co/G7jA5GXCNF,82,-0.5574,0.783,0.217,0.0
182,CBS News,Tue Nov 06 03:20:07 +0000 2018,"President Trump is holding his final midterm rally in Cape Girardeau, Missouri, just nine hours before the polls op… https://t.co/NlSoCVJ9SR",83,0.0,1.0,0.0,0.0
183,CBS News,Tue Nov 06 02:59:48 +0000 2018,"One year after the mass shooting at Sutherland Springs church, a young victim recovers https://t.co/Jb0m2cTiVd https://t.co/YGRg5dxUkN",84,-0.2732,0.87,0.13,0.0
184,CBS News,Tue Nov 06 02:40:00 +0000 2018,"Is bad weather going to disrupt Election Day? Heavy rain, strong winds and even potential tornadoes are forecast in… https://t.co/wQr9KbU59a",85,-0.0516,0.726,0.141,0.133
185,CBS News,Tue Nov 06 02:19:33 +0000 2018,Under Armour isn't going to let its employees expense strip club visits anymore https://t.co/8vDzdNaTcq https://t.co/XcsJXfbA0f,86,0.0,1.0,0.0,0.0
186,CBS News,Tue Nov 06 01:59:47 +0000 2018,When can you vote Election Day? What do you need to vote? Can you cast your ballot if you still haven't registered… https://t.co/zbtxu6rwC8,87,0.0,1.0,0.0,0.0
187,CBS News,Tue Nov 06 01:40:00 +0000 2018,Pres. Trump on final campaign blitz before midterm elections https://t.co/S074Khl1Pn https://t.co/H39fuzp73X,88,0.0,1.0,0.0,0.0
188,CBS News,Tue Nov 06 01:19:51 +0000 2018,Spice Girls announce summer reunion tour https://t.co/pCZINMnlOO https://t.co/TQ4JIjrL1m,89,0.0,1.0,0.0,0.0
189,CBS News,Tue Nov 06 01:00:30 +0000 2018,"On this day 146 years ago, Susan B. Anthony cast an illegal presidential vote that led to her arrest. Now, women vi… https://t.co/IRFm7Zh0s7",90,-0.7184,0.778,0.222,0.0
190,CBS News,Tue Nov 06 00:39:46 +0000 2018,Reporter's notebook: @CHueyBurns details what the #Midterms2018 look like on #ElectionEve https://t.co/Nqzs0bZIOi https://t.co/Ep7sB9YBnk,91,0.3612,0.828,0.0,0.172
191,CBS News,Tue Nov 06 00:20:03 +0000 2018,"""I voted"": The moment this 82-year-old great-grandmother voted for the first time will give you chills.… https://t.co/l8lgeQvigJ",92,0.0,1.0,0.0,0.0
192,CBS News,Mon Nov 05 23:59:24 +0000 2018,"RT @CBSEveningNews: It’s the final push for the midterm elections. 

Pres. Trump is going all out to keep both chambers in Republican hands…",93,0.0,1.0,0.0,0.0
193,CBS News,Mon Nov 05 23:54:45 +0000 2018,RT @CBSEveningNews: Pres. Trump’s final campaign stop is Missouri -- one of the battleground states that could decide control of the Senate…,94,-0.5994,0.803,0.197,0.0
194,CBS News,Mon Nov 05 23:46:27 +0000 2018,RT @CBSEveningNews: Republican Brian Kemp’s call for the FBI to investigate his hacking charge against the state’s Democratic party has roi…,95,0.4019,0.881,0.0,0.119
195,CBS News,Mon Nov 05 23:19:34 +0000 2018,Fake Oprah stars in racist robocall in Georgia in final days of Abrams-Kemp campaign https://t.co/QE7daneC6F https://t.co/wQQi4aOJwT,96,-0.7964,0.664,0.336,0.0
196,CBS News,Mon Nov 05 23:00:01 +0000 2018,"The social media network Gab, linked to the Pittsburgh synagogue shooting, is back online https://t.co/NouiyYieOh https://t.co/gJOPEsVbNa",97,0.0,1.0,0.0,0.0
197,CBS News,Mon Nov 05 22:39:54 +0000 2018,Saints player announces that his wife is pregnant with twins in heartwarming touchdown celebration… https://t.co/QGAqFpIAVp,98,0.4767,0.819,0.0,0.181
198,CBS News,Mon Nov 05 22:24:42 +0000 2018,"CoverGirl now certified as ""cruelty free"" as cosmetics brand seeks to end animal testing https://t.co/uxTGw3X4hg https://t.co/xOpeVQOF4m",99,-0.1531,0.66,0.184,0.156
199,CBS News,Mon Nov 05 20:40:34 +0000 2018,MILITARY MOM: This fifth grade class got a surprise that left some of the students crying happy tears. Especially o… https://t.co/bEaB6ykBZW,100,0.2023,0.597,0.187,0.216
200,CNN,Mon Nov 05 20:34:33 +0000 2018,"The midterms ""used to be boring,"" but now, they are ""the hottest thing,"" President Trump tells the crowd at a rally… https://t.co/vUgnSovjgB",1,0.0,1.0,0.0,0.0
201,CNN,Mon Nov 05 20:30:04 +0000 2018,President Trump keeps warning of voter fraud despite lack of evidence https://t.co/M3rFPWMvNa https://t.co/YHiIOgjPBz,2,-0.6414,0.551,0.341,0.108
202,CNN,Mon Nov 05 20:26:11 +0000 2018,"Brian Kemp, if you're running in an election, you shouldn't be running the election | By @JoshuaADouglas via… https://t.co/mG8of8ru3o",3,0.0,1.0,0.0,0.0
203,CNN,Mon Nov 05 20:20:05 +0000 2018,President Trump's border deployment could cost between $200 million and $300 million https://t.co/aXUAUJsUzb https://t.co/Rp3ZMxOrDt,4,0.0,1.0,0.0,0.0
204,CNN,Mon Nov 05 20:17:20 +0000 2018,"In order to crush Iran, Trump has to stick by bin Salman | By David A. Andelman via @CNNOpinion… https://t.co/Ed3MO7rKya",5,-0.1531,0.918,0.082,0.0
205,CNN,Mon Nov 05 20:10:05 +0000 2018,Quickly catch up on the day's news https://t.co/nkXqzULUVe https://t.co/1FymIWLJgK,6,0.0,1.0,0.0,0.0
206,CNN,Mon Nov 05 20:06:18 +0000 2018,"The man police say was driving a truck that killed three Girl Scouts and a woman in Wisconsin had been ""huffing,"" o… https://t.co/1dkIZCX8lS",7,-0.6705,0.816,0.184,0.0
207,CNN,Mon Nov 05 20:00:12 +0000 2018,7-Eleven introduces mobile checkout https://t.co/rs9zBa1X48 https://t.co/8o6L3jD9Ol,8,0.0,1.0,0.0,0.0
208,CNN,Mon Nov 05 19:50:03 +0000 2018,"There have been 80 confirmed cases of the polio-like illness known as AFM in the US this year as of Friday, accordi… https://t.co/XFnxikNotw",9,-0.4019,0.891,0.109,0.0
209,CNN,Mon Nov 05 19:40:48 +0000 2018,This Russian fighter jet intercepted a US Navy reconnaissance aircraft flying in international airspace over the Bl… https://t.co/y9VDL2Sary,10,0.1531,0.909,0.0,0.091
210,CNN,Mon Nov 05 19:30:11 +0000 2018,A runaway train took off without its driver then rattled more than 57 miles at speeds of over 62 miles per hour bef… https://t.co/IG53Oy5iNM,11,0.0,1.0,0.0,0.0
211,CNN,Mon Nov 05 19:25:04 +0000 2018,President Trump is holding three rallies today https://t.co/G2iFw9v9qj https://t.co/gXJnOG3P6x,12,0.0,1.0,0.0,0.0
212,CNN,Mon Nov 05 19:20:05 +0000 2018,Spanish tennis player Rafael Nadal has pulled out of next week's season-ending Nitto ATP Finals in London because h… https://t.co/iNVxrX4k0w,13,0.0,1.0,0.0,0.0
213,CNN,Mon Nov 05 19:10:05 +0000 2018,Tencent will check the identities of all its gamers in China by 2019 with the aim of limiting the hours young peopl… https://t.co/FgW2itlO5w,14,0.0,1.0,0.0,0.0
214,CNN,Mon Nov 05 19:05:05 +0000 2018,"If you live in one of these 18 states, don't take a selfie at the voting booth https://t.co/hYtVg7snxy https://t.co/xpBdxrDpyl",15,0.0,1.0,0.0,0.0
215,CNN,Mon Nov 05 19:00:09 +0000 2018,Tesla has cut the price on its Autopilot upgrade https://t.co/gDd3rOM0Gn https://t.co/sm7BSOFB6f,16,-0.2732,0.826,0.174,0.0
216,CNN,Mon Nov 05 18:55:08 +0000 2018,"Why are federal elections always in November, and always on Tuesdays? It all comes down to weather, harvests and wo… https://t.co/kr3tGml1gm",17,0.0,1.0,0.0,0.0
217,CNN,Mon Nov 05 18:50:03 +0000 2018,Yoga studio shooting survivor says he fought off the gunman with a vacuum and a broom https://t.co/UioDmAWlpq https://t.co/Yxof5PI56X,18,0.0516,0.745,0.122,0.133
218,CNN,Mon Nov 05 18:45:06 +0000 2018,"""The election tomorrow is very vital."" President Trump stressed the importance of voting in the midterm elections i… https://t.co/PebdJgg7Y9",19,0.0258,0.776,0.11,0.114
219,CNN,Mon Nov 05 18:40:08 +0000 2018,"Armed men kidnapped 79 children from a boarding school in Cameroon's Northwest region, a local government official… https://t.co/fvdaYLtEy3",20,0.0,1.0,0.0,0.0
220,CNN,Mon Nov 05 18:30:13 +0000 2018,Here's why 6 in 10 eligible voters might not vote tomorrow | Analysis by @CillizzaCNN https://t.co/lOPxN6TBJW https://t.co/TRoKvnHceL,21,0.0,1.0,0.0,0.0
221,CNN,Mon Nov 05 18:26:06 +0000 2018,Facebook has stopped the Trump campaign from running its racist anti-immigration commercial as an ad on the site… https://t.co/h88oQ1keVV,22,-0.7096,0.742,0.258,0.0
222,CNN,Mon Nov 05 18:20:00 +0000 2018,Home improvement chain Lowe's is closing 51 stores in the US and Canada https://t.co/BNbhlguyMo https://t.co/Tyjp7ICrrO,23,0.4588,0.824,0.0,0.176
223,CNN,Mon Nov 05 18:10:00 +0000 2018,"Delta's new A220 single-aisle airliners, which have more passenger space, will be replacing older models by 2020… https://t.co/QnBAILsdx2",24,0.0,1.0,0.0,0.0
224,CNN,Mon Nov 05 18:00:20 +0000 2018,The Utah mayor who died in Afghanistan had one final wish: He wanted Americans to vote https://t.co/qv2zl8dCud https://t.co/9a9pYhkXEW,25,-0.2263,0.717,0.161,0.121
225,CNN,Mon Nov 05 17:50:09 +0000 2018,A US Navy reconnaissance aircraft flying in international airspace over the Black Sea was intercepted by a Russian… https://t.co/YxZA5R2cdz,26,0.0,1.0,0.0,0.0
226,CNN,Mon Nov 05 17:40:09 +0000 2018,"Narcissists are generally self-centered, arrogant, thin-skinned and hostile when challenged. Install one as the CEO… https://t.co/CMeyFnveJN",27,-0.7351,0.644,0.356,0.0
227,CNN,Mon Nov 05 17:35:07 +0000 2018,Here's a step-by-step guide on what to do if you're told you can't vote https://t.co/xzw3S9L9sF https://t.co/LXdzO7riPZ,28,0.0,1.0,0.0,0.0
228,CNN,Mon Nov 05 17:30:00 +0000 2018,Actress Priyanka Chopra says that women in India need technology like Bumble because it gives them the power to cho… https://t.co/sAxHIDFHuf,29,0.3612,0.889,0.0,0.111
229,CNN,Mon Nov 05 17:20:11 +0000 2018,Florida State University held a vigil Sunday night for the two women fatally shot at a Tallahassee yoga studio Frid… https://t.co/FeJvlopVLo,30,-0.6369,0.811,0.189,0.0
230,CNN,Mon Nov 05 17:10:05 +0000 2018,NBC says it will pull Trump campaign's racist ad -- after airing it on 'Sunday Night Football'… https://t.co/o9dTIAsWXm,31,-0.6124,0.81,0.19,0.0
231,CNN,Mon Nov 05 17:00:08 +0000 2018,An armed serial rapist that struck in Dallas three times in the last two months has been linked to similar crimes i… https://t.co/rc757xQp8O,32,-0.7845,0.753,0.247,0.0
232,CNN,Mon Nov 05 16:50:00 +0000 2018,Some fires in Azerbaijan have been been burning for thousands of years https://t.co/9gyr299pJr https://t.co/Shl8HtExvU,33,0.0,1.0,0.0,0.0
233,CNN,Mon Nov 05 16:43:00 +0000 2018,"Sculptors are not having an easy time depicting the world's best footballers, it seems https://t.co/8laFsSHwh6 https://t.co/Suh0M2NJV1",34,0.4203,0.679,0.117,0.204
234,CNN,Mon Nov 05 16:30:10 +0000 2018,The mother of mail bomb suspect Cesar Sayoc writes that she is estranged from her son but hurt by his alleged attac… https://t.co/K4glmvdQUI,35,-0.8074,0.707,0.293,0.0
235,CNN,Mon Nov 05 16:21:21 +0000 2018,A significant storm system is taking shape over the middle of the country and it could bring nasty weather to the N… https://t.co/iIlZCkjoFK,36,-0.4215,0.787,0.142,0.071
236,CNN,Mon Nov 05 16:10:06 +0000 2018,"Fox News talks about George Soros a lot. Its conservative talk shows blame him for all sorts of ills, sometimes eve… https://t.co/QxywvyEhNP",37,-0.34,0.893,0.107,0.0
237,CNN,Mon Nov 05 16:00:05 +0000 2018,There is a lot up for grabs Tuesday. Here are 10 races to watch on Election Night: https://t.co/6CQDpVNveW,38,0.0,1.0,0.0,0.0
238,CNN,Mon Nov 05 15:50:06 +0000 2018,Florida State University held a vigil Sunday night for the two women fatally shot at a Tallahassee yoga studio Frid… https://t.co/i8BwS1w4th,39,-0.6369,0.811,0.189,0.0
239,CNN,Mon Nov 05 15:40:00 +0000 2018,"Doctors said he'd never walk again after a sporting accident. Now, with a revolutionary new spinal implant, he can… https://t.co/skQFJX0F59",40,-0.4767,0.846,0.154,0.0
240,CNN,Mon Nov 05 15:30:06 +0000 2018,Rihanna wants Trump to stop the music https://t.co/K7NdNeEWbK https://t.co/tdb07WskhB,41,-0.296,0.784,0.216,0.0
241,CNN,Mon Nov 05 15:21:02 +0000 2018,"Men are dying at a higher rate than women from melanoma, an aggressive form of skin cancer, a new global analysis s… https://t.co/TvmIZNurn4",42,-0.7184,0.76,0.24,0.0
242,CNN,Mon Nov 05 15:13:46 +0000 2018,The past two midterm elections show that the balance of power could lie in the hands of independent voters. CNN's… https://t.co/99zfuatv1Y,43,0.0,1.0,0.0,0.0
243,CNN,Mon Nov 05 15:01:06 +0000 2018,"Special election night coverage starts at 5 ET tomorrow on CNN.  All the key races, updated live all night… https://t.co/xofkHChZ8g",44,0.4019,0.87,0.0,0.13
244,CNN,Mon Nov 05 15:00:06 +0000 2018,Amazon is offering free shipping on all orders for the holidays https://t.co/rQnqfckBK6 https://t.co/EWOTBy6Fig,45,0.765,0.568,0.0,0.432
245,CNN,Mon Nov 05 14:50:07 +0000 2018,Fisherman saves toddler floating face-down in the ocean on the coast of New Zealand https://t.co/LyTB3aEjTw https://t.co/JqKi1qVFLe,46,0.0,1.0,0.0,0.0
246,CNN,Mon Nov 05 14:42:35 +0000 2018,Democratic Georgia gubernatorial candidate Stacey Abrams calls Brian Kemp investigation into Georgia Democrats a 'w… https://t.co/fEpUYlIfYk,47,0.0,1.0,0.0,0.0
247,CNN,Mon Nov 05 14:30:00 +0000 2018,The layman's guide to the midterm elections https://t.co/8HmmPrBPPm https://t.co/LWxqpXz134,48,0.0,1.0,0.0,0.0
248,CNN,Mon Nov 05 14:22:47 +0000 2018,"Election Day is almost here. Here's what you need to know:

■ Young voters usually sit the midterms out, but 2018 c… https://t.co/2fyo42CY01",49,0.0,1.0,0.0,0.0
249,CNN,Mon Nov 05 14:15:44 +0000 2018,"As of Monday morning, at least 31 million votes have been cast early or by mail nationwide https://t.co/MGi86F2KEJ",50,0.0,1.0,0.0,0.0
250,CNN,Mon Nov 05 14:01:08 +0000 2018,"Neanderthals may not have sported the hunched posture seen in museums and textbooks, a new study finds.

The first… https://t.co/w6BXYhxdMZ",51,0.0,1.0,0.0,0.0
251,CNN,Mon Nov 05 13:59:56 +0000 2018,"Investors think too highly of America, and Millennials have too much cash, survey finds https://t.co/YKJGmDTPep https://t.co/dbHwVSKpGi",52,0.0,1.0,0.0,0.0
252,CNN,Mon Nov 05 13:47:16 +0000 2018,Here's what each US state says about taking selfies when you vote https://t.co/4N8cpfU9Vj https://t.co/VEtAD2TsnI,53,0.0,1.0,0.0,0.0
253,CNN,Mon Nov 05 13:35:45 +0000 2018,"Former President Obama says Republicans have ""racked up enough indictments to field a football team"" while campaign… https://t.co/zCjMRs52Wm",54,0.0,1.0,0.0,0.0
254,CNN,Mon Nov 05 13:24:30 +0000 2018,Here's what to do if you're turned away at the polls https://t.co/JQmYAaYgCK https://t.co/pwmga3C2zG,55,0.0,1.0,0.0,0.0
255,CNN,Mon Nov 05 13:10:09 +0000 2018,Iran's president vows to defy Trump sanctions https://t.co/wEnBApF5ko https://t.co/a3t19nUzP9,56,0.0,1.0,0.0,0.0
256,CNN,Mon Nov 05 13:05:52 +0000 2018,Home improvement chain Lowe's is closing 51 stores in the US and Canada https://t.co/BNbhlgMaaY https://t.co/5bzbVIWcPI,57,0.4588,0.824,0.0,0.176
257,CNN,Mon Nov 05 12:57:20 +0000 2018,"Millions of Chinese middle-class men and women grew up in a roaring economy. Now, amid soaring rents and a plunging… https://t.co/1Vw83VzI6d",58,0.0,1.0,0.0,0.0
258,CNN,Mon Nov 05 12:41:07 +0000 2018,"About 7 in 10 likely voters say that when they cast a ballot on Tuesday, they’ll be sending a message about Pres. T… https://t.co/EmavqDfjgn",59,0.0,1.0,0.0,0.0
259,CNN,Mon Nov 05 12:39:30 +0000 2018,"In response to a question about President Trump’s “caravan” rhetoric, Democratic Sen. Elizabeth Warren said she bel… https://t.co/b2xVA1G0g1",60,0.0,1.0,0.0,0.0
260,CNN,Mon Nov 05 12:16:42 +0000 2018,Florida State University held a vigil Sunday night for the two women fatally shot at a Tallahassee yoga studio Frid… https://t.co/EZPvUdWAbN,61,-0.6369,0.811,0.189,0.0
261,CNN,Mon Nov 05 12:15:27 +0000 2018,Divers searching for the wreckage of Indonesian Lion Air Flight 610 can no longer hear a signal from the aircraft's… https://t.co/K3Wj7AtsnY,62,-0.296,0.896,0.104,0.0
262,CNN,Mon Nov 05 12:06:03 +0000 2018,"5 things for Monday:

- Midterm elections
- Iran sanctions
- Indonesia plane crash
- Brexit
- Corporal punishment… https://t.co/xxNwZ8ior9",63,-0.4019,0.828,0.172,0.0
263,CNN,Mon Nov 05 11:59:28 +0000 2018,"Agriculture Secretary Sonny Perdue described the stakes of the upcoming Florida governor's election as being ""cotto… https://t.co/LGY9Dm2qC4",64,0.0,1.0,0.0,0.0
264,CNN,Mon Nov 05 11:50:15 +0000 2018,Former New York Mayor Michael Bloomberg's latest ad buy features personal appeal to voters on behalf of Democrats a… https://t.co/nHdEZ4Y0Ra,65,0.0,1.0,0.0,0.0
265,CNN,Mon Nov 05 11:41:31 +0000 2018,The inspiring stories of last-place marathon runners https://t.co/nKcjGG2uKU https://t.co/Z8ULcHMb87,66,0.4215,0.741,0.0,0.259
266,CNN,Mon Nov 05 11:32:07 +0000 2018,There is a lot up for grabs Tuesday. Here are 10 races to watch on Election Night: https://t.co/pXHDxhO07P,67,0.0,1.0,0.0,0.0
267,CNN,Mon Nov 05 11:28:12 +0000 2018,How a rap video could become the fault line of Thailand's long-awaited elections https://t.co/s8DOG8H4qZ https://t.co/CTMGYuBX7u,68,-0.4019,0.828,0.172,0.0
268,CNN,Mon Nov 05 11:18:56 +0000 2018,America votes Tuesday. Here's what's at stake. | Analysis by @StCollinson https://t.co/TIsBj3jhE6 https://t.co/l1xPmQoKv2,69,0.0,1.0,0.0,0.0
269,CNN,Mon Nov 05 11:13:12 +0000 2018,Death toll rises to at least 29 in Italy's historic storms and flooding https://t.co/XsbJZRXIrC https://t.co/WVBB39nPdz,70,-0.5994,0.782,0.218,0.0
270,CNN,Mon Nov 05 11:04:12 +0000 2018,Why the oil price tailspin may be short lived https://t.co/9AzsOFZ67s https://t.co/aQmoBXm4Ad,71,0.0,1.0,0.0,0.0
