,Media Source,Date,Text,Tweets Ago,Compound,Negative,Neutral,Positive
408,The New York Times,Sun Nov 04 17:15:06 +0000 2018,"RT @MitchKSmith: I spent yesterday watching Kansas Democrats, who see a chance for a breakthrough election, try to shore up their base and…",9,0.25,0.905,0.0,0.095
409,The New York Times,Sun Nov 04 17:11:01 +0000 2018,Breaking News: Lelisa Desisa pulled ahead late to win the men’s race in the New York City Marathon in 2:05:59. Mary… https://t.co/cHSUhI41Ca,10,0.5859,0.847,0.0,0.153
410,The New York Times,Sun Nov 04 17:00:13 +0000 2018,"At one point, an ""F"" rating from the NRA would have spelled doom for a U.S. political candidate. Not anymore, as mo… https://t.co/fqzgd2sllx",11,-0.4019,0.886,0.114,0.0
411,The New York Times,Sun Nov 04 16:50:37 +0000 2018,Mary Keitany ran alone at the front of the women’s race for much of the course. See more photos of the marathon:… https://t.co/LvFSnrfk4d,12,-0.25,0.917,0.083,0.0
412,The New York Times,Sun Nov 04 16:50:03 +0000 2018,"RT @PekingMike: “One retired rear admiral with combat experience in the region advises top Saudi officers on military planning.”
How do I k…",13,0.1779,0.745,0.094,0.161
413,The New York Times,Sun Nov 04 16:45:06 +0000 2018,"RT @PekingMike: Behind the Rise of Mohammad bin Salman: McKinsey, Boston Consulting Group and Booz Allen. Me with ⁦@MarkMazzettiNYT⁩ ⁦@NYTB…",14,0.0,1.0,0.0,0.0
414,The New York Times,Sun Nov 04 16:30:07 +0000 2018,"""What we need to worry about is the guy who is riled up by this rhetoric and decides to go out and do something on… https://t.co/vy0fglyQop",15,-0.4404,0.896,0.104,0.0
415,The New York Times,Sun Nov 04 16:15:04 +0000 2018,"On a hunt for new flavors in the Amazon, some celebrated chefs discover the unique taste of caiman, callampa and ke… https://t.co/gHNHi6ikHZ",16,0.6597,0.779,0.0,0.221
416,The New York Times,Sun Nov 04 16:15:03 +0000 2018,"For the 2018 midterm elections, The Upshot has been publishing real-time polling of key House districts. ""Our hope,… https://t.co/uV4j4lo9Z6",17,0.0,1.0,0.0,0.0
417,The New York Times,Sun Nov 04 16:00:10 +0000 2018,"Since President Trump took office, there has been a sharp decline in penalties against banks and big companies accu… https://t.co/AyXZiqa2YT",18,0.0,1.0,0.0,0.0
418,The New York Times,Sun Nov 04 15:50:39 +0000 2018,Marathon Day in New York City is filled with joy in a city that always needs more of it. See more photos of the day… https://t.co/t7WPkMt2fI,19,0.5859,0.863,0.0,0.137
419,The New York Times,Sun Nov 04 15:45:03 +0000 2018,RT @NYTSports: Can Des Linden follow her Boston Marathon victory with a win in New York? https://t.co/4VCZEjzzAF,20,0.5859,0.798,0.0,0.202
420,The New York Times,Sun Nov 04 15:35:02 +0000 2018,"RT @NYTSports: There's an older crowd in the elite field of the New York City Marathon, and aging runners of all abilities can learn a lot…",21,0.25,0.923,0.0,0.077
421,The New York Times,Sun Nov 04 15:31:03 +0000 2018,"What it's like to run the NYC Marathon? Here's a look at the sights and sounds (but not the smells) of the race, fr… https://t.co/NUW9SntNaH",22,0.3612,0.902,0.0,0.098
422,The New York Times,Sun Nov 04 15:15:07 +0000 2018,RT @NYTScience: You asked: Is there a scientific reason that adopting year-round daylight saving time would not be feasible? Here's a short…,23,0.0,1.0,0.0,0.0
423,The New York Times,Sun Nov 04 15:14:01 +0000 2018,RT @lindsaycrouse: Wow half the lead NYC Marathon pack showed up today in the same bright orange shoes https://t.co/yXz9fsl7hI,24,0.7717,0.717,0.0,0.283
424,The New York Times,Sun Nov 04 15:07:35 +0000 2018,"“I shouldn’t be making fun of how anyone looks. I look like I make vape juice in a bathtub."" — Pete Davidson, after… https://t.co/O0ZRWndXdr",25,0.7003,0.756,0.0,0.244
425,The New York Times,Sun Nov 04 15:00:21 +0000 2018,Young evangelicals are questioning the typical ties between their faith and Republican politics. Here’s what some o… https://t.co/vJeRxJZNwu,26,0.34,0.792,0.069,0.139
426,The New York Times,Sun Nov 04 15:00:04 +0000 2018,"""I didn’t vote for him for his character,"" said Charlene Brown, 57, a real estate agent from Indianapolis who atten… https://t.co/ntlvs6gxnI",27,0.0,1.0,0.0,0.0
427,The New York Times,Sun Nov 04 14:45:03 +0000 2018,"2 days to go

Here's your daily Tip Sheet, a political analysis of the U.S. midterm elections, based on interviews… https://t.co/y4JE3BmFQ5",28,0.0,1.0,0.0,0.0
428,The New York Times,Sun Nov 04 14:31:05 +0000 2018,"Those who tried to support a once-promising young man as he struggled through foster care, drug use, and mental ill… https://t.co/uTnSYKfshd",29,0.5423,0.672,0.095,0.233
429,The New York Times,Sun Nov 04 14:14:03 +0000 2018,"“We were two black girls who loved being black, who loved the experience of growing up black girls in America, and… https://t.co/iiKFNBveW0",30,0.8591,0.667,0.0,0.333
430,The New York Times,Sun Nov 04 14:00:16 +0000 2018,"U.S. Republicans are bracing for midterm losses in governors' offices and the House, where polls show a number of i… https://t.co/fljZjLZbKv",31,-0.34,0.818,0.123,0.059
431,The New York Times,Sun Nov 04 14:00:12 +0000 2018,The United States and the European Union evaluate the aviation safety standards of countries and their airlines. He… https://t.co/uiPA6yqC5w,32,0.6808,0.752,0.0,0.248
432,The New York Times,Sun Nov 04 13:52:09 +0000 2018,A visit to the tiny Swiss village that churns out one champion wheelchair marathoner after another https://t.co/tdz07bvaHl,33,0.5994,0.794,0.0,0.206
433,The New York Times,Sun Nov 04 13:51:29 +0000 2018,"RT @nytpolitics: Restrictions on voting have been virtually all imposed by Republicans, reflecting rising partisanship and the weakening of…",34,-0.3818,0.825,0.175,0.0
434,The New York Times,Sun Nov 04 13:32:59 +0000 2018,RT @NYTSports: The men's favorite in the New York City Marathon trains in Kenya with the best marathoner ever. That should help. https://t.…,35,0.872,0.669,0.0,0.331
435,The New York Times,Sun Nov 04 13:30:15 +0000 2018,Last week’s shooting at a Pittsburgh synagogue and the 2015 attack on a black church in Charleston have united a ra… https://t.co/ocusTvSYi1,36,-0.0772,0.742,0.135,0.122
436,The New York Times,Sun Nov 04 13:23:50 +0000 2018,"RT @NYTSports: Marcel Hug and Manuela Schär will try to defend their New York City Marathon titles on Sunday, and add to a remarkable Swiss…",37,0.7717,0.767,0.0,0.233
437,The New York Times,Sun Nov 04 13:20:46 +0000 2018,RT @NYTSports: The New York City Marathon just might be a whale of a race. https://t.co/xmNWOnZ453,38,0.0,1.0,0.0,0.0
438,The New York Times,Sun Nov 04 13:00:09 +0000 2018,"In videos from 2014, the shooter at the yoga studio in Florida identified with ""involuntary celibates,"" railed agai… https://t.co/VXR2MUN49U",39,0.0,1.0,0.0,0.0
439,The New York Times,Sun Nov 04 12:31:46 +0000 2018,The once-glamorous Art Nouveau hotel had been gathering dust for decades — one of the reasons why the director Luca… https://t.co/bVuPIQb1BC,40,0.0,1.0,0.0,0.0
440,The New York Times,Sun Nov 04 12:15:03 +0000 2018,RT @kzernike: This is the story of so many women I've talked to this year https://t.co/oGneda1PCq,41,0.0,1.0,0.0,0.0
441,The New York Times,Sun Nov 04 12:01:04 +0000 2018,"In one of the final chapters in a lengthy investigation into how 4 Americans died in Niger last October, some of th… https://t.co/d0Wr5vcykc",42,-0.5574,0.847,0.153,0.0
442,The New York Times,Sun Nov 04 11:33:54 +0000 2018,"Here’s what to see, eat, and experience in Livingston, Montana, the literary town on the Yellowstone River https://t.co/m16tMDvvJj",43,0.0,1.0,0.0,0.0
443,The New York Times,Sun Nov 04 11:16:44 +0000 2018,"RT @NYTSports: “It replaces the adrenaline that I was looking for when I was using drugs,” said one former opioid addict who is running the…",44,0.0,1.0,0.0,0.0
444,The New York Times,Sun Nov 04 11:00:11 +0000 2018,"A tiger known as T-1, who had killed at least 13 people in India over the last 2 years, is dead. She had evaded bot… https://t.co/i0pewDgrwz",45,-0.8689,0.714,0.286,0.0
445,The New York Times,Sun Nov 04 10:45:34 +0000 2018,"As if illegal mining, logging and poaching weren’t bad enough, Africa’s national parks face another dire threat: Th… https://t.co/w6v86CoLOY",46,-0.926,0.526,0.474,0.0
446,The New York Times,Sun Nov 04 10:29:06 +0000 2018,"Walmart, Barclays and R.B.S. complained that the Obama administration was unreasonable about investigations for all… https://t.co/zySq2qgf9q",47,-0.4019,0.847,0.153,0.0
447,The New York Times,Sun Nov 04 10:06:32 +0000 2018,"Multiplayer video games played competitively, often with spectators, are known as e-sports, and they've became a ga… https://t.co/IHZHODrtp1",48,0.34,0.87,0.0,0.13
448,The New York Times,Sun Nov 04 09:49:59 +0000 2018,"When Baby Antonio was born, he was 5 pounds, 12 ounces and homeless. He became one of the many young children livin… https://t.co/7GAjNmZ3Qo",49,0.0,1.0,0.0,0.0
449,The New York Times,Sun Nov 04 09:33:47 +0000 2018,How badly does Netflix want to win Oscars? So badly that it just changed its business model. https://t.co/TQIkmTw5qb,50,-0.2732,0.553,0.245,0.202
450,The New York Times,Sun Nov 04 09:16:57 +0000 2018,"Got a minute? Check out this week's batch of Tiny Love Stories, all 100 words or fewer. https://t.co/DwWD6c513I",51,0.6369,0.792,0.0,0.208
451,The New York Times,Sun Nov 04 09:00:08 +0000 2018,Toxic air has become a global menace that kills 7 million people each year. And it's the dreaded pollution season i… https://t.co/PxAD0IrN1z,52,-0.886,0.62,0.38,0.0
452,The New York Times,Sun Nov 04 08:34:14 +0000 2018,Want an easy way to improve your life? (Hint: the answer is sleep) https://t.co/LjxOQ9K3kc,53,0.7269,0.608,0.0,0.392
453,The New York Times,Sun Nov 04 08:18:07 +0000 2018,"RT @julieturkewitz: In October 1979, Randall Bowers killed himself amid rape allegations. Thirty-nine years later, just a mile from the att…",54,-0.8807,0.662,0.338,0.0
454,The New York Times,Sun Nov 04 08:00:09 +0000 2018,RT @nytimesworld: International attention has turned in recent weeks to the war in Yemen. Here's a guide to our recent coverage that takes…,55,-0.5994,0.843,0.157,0.0
455,The New York Times,Sun Nov 04 07:30:04 +0000 2018,"RT @nytimesbusiness: Maseratis. Powerboats. Florida real estate. A man who spent time in jail and, of course, a lawsuit filed by the Winkle…",56,-0.2263,0.913,0.087,0.0
456,The New York Times,Sun Nov 04 07:04:27 +0000 2018,"For 2 decades, U.S. law enforcement has failed to see the rising threat of white nationalism. Now they don't know h… https://t.co/4mXXbsaaYo",57,-0.7717,0.739,0.261,0.0
457,The New York Times,Sun Nov 04 06:47:38 +0000 2018,A look at the rise and fall of a right-wing website and the imprint it left on our politics https://t.co/moREhFl9xu,58,0.0,1.0,0.0,0.0
458,The New York Times,Sun Nov 04 06:30:10 +0000 2018,"With daylight saving time ending at 2 a.m. Sunday, it falls to Marvin Schneider, New York’s official clock master,… https://t.co/zGYAqFYuEf",59,0.0,1.0,0.0,0.0
459,The New York Times,Sun Nov 04 06:10:27 +0000 2018,Registration among young voters is up. But the question is: Will they actually vote? https://t.co/uoHPdKowgG,60,0.0,1.0,0.0,0.0
460,The New York Times,Sun Nov 04 05:54:11 +0000 2018,"5 Harvard friends, and a frank talk about how they got in
https://t.co/cmCaydf1FF",61,0.4767,0.763,0.0,0.237
461,The New York Times,Sun Nov 04 05:37:52 +0000 2018,"A witch, after all, is a woman with power — the power to heal; the power to drive the plot https://t.co/yVyEDgfWUu",62,-0.3612,0.872,0.128,0.0
462,The New York Times,Sun Nov 04 05:21:18 +0000 2018,Oslo is one of Europe's fastest growing capitals and it shows https://t.co/QXx6F9buHN,63,0.1779,0.866,0.0,0.134
463,The New York Times,Sun Nov 04 05:05:02 +0000 2018,"At City Center's international Balanchine festival, New York City Ballet demonstrated what it means to have such a… https://t.co/fWGA4FtQa9",64,0.4939,0.849,0.0,0.151
464,The New York Times,Sun Nov 04 04:48:40 +0000 2018,These creamy mashed potatoes have a subtle Cheddar presence https://t.co/ru43x9EO4x https://t.co/TyFzsf7PfB,65,0.0,1.0,0.0,0.0
465,The New York Times,Sun Nov 04 04:31:11 +0000 2018,"Jerry Seinfeld on Louis C.K.: ""We, the court of public opinion, decided if he’s going to come back, he’d better sho… https://t.co/0mqwADHfvj",66,0.4404,0.879,0.0,0.121
466,The New York Times,Sun Nov 04 04:15:08 +0000 2018,"As U.S. Republicans scramble ahead of Tuesday’s election to try to save their majorities in the House and Senate, m… https://t.co/Kmvjj42Eri",67,0.4939,0.862,0.0,0.138
467,The New York Times,Sun Nov 04 03:43:29 +0000 2018,5 weeknight recipe ideas for busy people who want something great to eat https://t.co/b2MczKhys3,68,0.6597,0.671,0.0,0.329
468,The New York Times,Sun Nov 04 03:24:35 +0000 2018,Maps: New data show how Americans across the country view climate and energy policies https://t.co/CqbbCIWVwn,69,0.2732,0.87,0.0,0.13
469,The New York Times,Sun Nov 04 03:19:45 +0000 2018,"For the last 25 years, a blue Texas has seemed both inevitable and impossible, the central political contradiction… https://t.co/Feou3DZOQN",70,0.0,1.0,0.0,0.0
470,The New York Times,Sun Nov 04 03:06:34 +0000 2018,"The books of the Future Library were never meant to be read, at least not in our lifetime. The anthology, made up o… https://t.co/joFniSD8XD",71,0.0,1.0,0.0,0.0
471,The New York Times,Sun Nov 04 02:50:02 +0000 2018,"RT @MujMash: A teenage shooter, two bursts of AK-47 rounds, &amp; cases of pomegranates: 
we trace chaotic moments of Gen. Raziq's assassinatio…",72,-0.4939,0.862,0.138,0.0
472,The New York Times,Sun Nov 04 02:28:45 +0000 2018,"Barbra Streisand has a new album, one that is the musical embodiment of her singular dislike of President Trump https://t.co/MYgNF9en9j",73,-0.3818,0.874,0.126,0.0
473,The New York Times,Sun Nov 04 02:11:05 +0000 2018,"In Opinion

Contributing opinion writer Kara Swisher writes, ""Social media platforms — and Facebook and Twitter are… https://t.co/iI8hkerbgX",74,0.0,1.0,0.0,0.0
474,The New York Times,Sun Nov 04 01:56:09 +0000 2018,"Whether you're planning a simple Thanksgiving for a couple of omnivores or an elaborate feast for vegans, use our r… https://t.co/5hJ8MrWYum",75,0.0,1.0,0.0,0.0
475,The New York Times,Sun Nov 04 01:38:08 +0000 2018,Something very large and dark occupies the center of our galaxy. New data suggests that it's a monstrous black hole. https://t.co/WEw3A3LARj,76,0.0,1.0,0.0,0.0
476,The New York Times,Sun Nov 04 01:21:04 +0000 2018,"In Toulouse, France, ""the whole city becomes a place of theater"" when mechanical beasts arrived on the streets https://t.co/N2VzFN5JT4",77,0.0,1.0,0.0,0.0
477,The New York Times,Sun Nov 04 01:02:02 +0000 2018,The United States is entering the final stretch of the 2018 midterm elections. Our journalists are reporting from a… https://t.co/2w0XInYLMc,78,0.4215,0.872,0.0,0.128
478,The New York Times,Sun Nov 04 00:31:04 +0000 2018,"It took 2 months, 1,000 interviewers, 5 call centers and 2.7 million calls to poll the 2018 midterm elections in re… https://t.co/U3GwMP9tTN",79,0.0,1.0,0.0,0.0
479,The New York Times,Sun Nov 04 00:15:04 +0000 2018,"Coke and Pepsi are the unseen forces behind ballot initiatives in two states that would ban taxes on food sales, in… https://t.co/z9RGbLLEBd",80,-0.5574,0.854,0.146,0.0
480,The New York Times,Sun Nov 04 00:00:03 +0000 2018,The goal — through overt attacks on liberals and minorities — is to stoke an us vs. them narrative about the countr… https://t.co/vmfHaHOYXI,81,-0.4404,0.873,0.127,0.0
481,The New York Times,Sat Nov 03 23:43:02 +0000 2018,"In Opinion

Opinion columnist Bret Stephens writes, ""The truth is that there is no easy fix to the challenge of the… https://t.co/4GM1DCGnTZ",82,0.5106,0.674,0.082,0.243
482,The New York Times,Sat Nov 03 23:31:03 +0000 2018,"""Our water is screwed."" Rural communities say industrial farms and slack regulations have left them with contaminat… https://t.co/CCHcnOr0f7",83,0.0,1.0,0.0,0.0
483,The New York Times,Sat Nov 03 23:10:03 +0000 2018,"A half-century after the Voting Rights Act was passed, the ability of eligible voters to cast a ballot is not alway… https://t.co/rdflFmVSRD",84,0.3182,0.892,0.0,0.108
484,The New York Times,Sat Nov 03 22:55:04 +0000 2018,"“Everyone is prepared to win, so everyone can be a challenge,” NYC Marathon defending champion Geoffrey Kamworor sa… https://t.co/Io3nUpcfJt",85,0.8625,0.61,0.0,0.39
485,The New York Times,Sat Nov 03 22:45:05 +0000 2018,"RT @patrickhealynyt: A consensus is emerging among Dem and Repub strategists - based on public and private polling, early voting and likely…",86,0.0,1.0,0.0,0.0
486,The New York Times,Sat Nov 03 22:18:37 +0000 2018,"In Opinion

Contributing opinion writer Roxane Gay writes, ""Not voting is, in fact, the worst choice a person could… https://t.co/T1XJ5d5Zkc",87,-0.6249,0.814,0.186,0.0
487,The New York Times,Sat Nov 03 22:00:13 +0000 2018,"In 1979, Randall Bowers killed himself after charged with raping a woman in Squirrel Hill. In 2018, the man believe… https://t.co/UsJVPjROsF",88,-0.9022,0.605,0.395,0.0
488,The New York Times,Sat Nov 03 21:45:09 +0000 2018,"With daylight saving time ending on Sunday, it falls to New York’s official clock master to reset grand public cloc… https://t.co/hl6gXi6yGX",89,0.4588,0.87,0.0,0.13
489,The New York Times,Sat Nov 03 21:38:10 +0000 2018,"In videos from 2014, the shooter at the yoga studio in Florida identified with ""involuntary celibates,"" railed agai… https://t.co/lcIcf1T6A9",90,0.0,1.0,0.0,0.0
490,The New York Times,Sat Nov 03 21:30:07 +0000 2018,"Gen. Abdul Raziq, a major American ally, had built nothing less than an empire in southern Afghanistan. All of that… https://t.co/uuqrppuq0K",91,0.0,1.0,0.0,0.0
491,The New York Times,Sat Nov 03 21:15:07 +0000 2018,"In diverse Sun Belt states where Republicans had shown resiliency, such as Texas, Florida and Arizona, GOP candidat… https://t.co/q2wPZYbUBc",92,0.0,1.0,0.0,0.0
492,The New York Times,Sat Nov 03 21:05:06 +0000 2018,"American women are running for House, Senate and state offices in historic numbers this year. They want to run and… https://t.co/xM1wVAu6hz",93,0.0772,0.939,0.0,0.061
493,The New York Times,Sat Nov 03 21:00:15 +0000 2018,The Anti-Defamation League’s Center on Extremism has reported that 71% of the extremist-related fatalities in the U… https://t.co/eEM3UATAuE,94,-0.5994,0.813,0.187,0.0
494,The New York Times,Sat Nov 03 20:58:53 +0000 2018,"In a 24-3 loss to Michigan State, the Maryland Terrapins looked very much like a team suffering under the weight of… https://t.co/g0CdB2q86o",95,-0.3862,0.675,0.214,0.11
495,The New York Times,Sat Nov 03 20:45:04 +0000 2018,"RT @NYTSports: Larry Drew, who coaches the Cavaliers, says life is rough without LeBron: ""When he is gone, it is like, where do you go?"" ht…",96,0.3612,0.909,0.0,0.091
496,The New York Times,Sat Nov 03 20:30:13 +0000 2018,Sen. Ted Cruz once dismissed Texas Republicans who support Republican Greg Abbott for governor and Democrat Beto O'… https://t.co/5oaS7cUHzA,97,0.4019,0.87,0.0,0.13
497,The New York Times,Sat Nov 03 20:15:08 +0000 2018,The fallout from a football player Jordan McNair's death has created turmoil at the University of Maryland: The pre… https://t.co/TiliCo3yST,98,-0.6597,0.656,0.262,0.082
498,The New York Times,Sat Nov 03 20:00:02 +0000 2018,RT @ksacknyt: No story I've covered has been more affecting than the massacre at Mother Emanuel in 2015. https://t.co/vgRiYAMZen,99,-0.296,0.891,0.109,0.0
499,The New York Times,Sat Nov 03 19:45:04 +0000 2018,"In Opinion

The editorial board writes, ""Democracy isn’t self-activating. It depends on citizens getting involved a… https://t.co/RFCYXYuwFX",100,0.0,1.0,0.0,0.0
